,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,DroppedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,CallForwardingCalls,CallWaitingCalls,MonthsInService,Age,CreditRating,PrizmCode,Occupation,MaritalStatus
22610,No,30,207,30,0,0,7,0,88,16,0,28,80,0,0,19,44,3-Good,Other,Other,Unknown
22611,Yes,65,282,50,0,13,4,0,67,26,10,60,47,0,0,15,24,3-Good,Other,Other,No
22612,No,30,193,40,0,0,1,2,20,22,0,39,25,0,0,15,60,2-High,Town,Crafts,Yes
22613,Yes,108,984,75,63,0,3,1,164,35,12,290,85,0,6,17,43,3-Good,Other,Other,Unknown
22614,No,88,463,85,54,0,13,1,126,2,0,186,52,0,2,17,34,5-Low,Other,Student,Yes
22615,No,35,498,45,0,0,0,0,0,0,0,0,0,0,0,17,45,2-High,Suburban,Other,Unknown
22616,No,45,236,45,0,0,1,0,7,8,0,52,8,0,0,15,34,1-Highest,Town,Professional,Yes
22617,No,32,256,30,3,0,1,0,39,2,0,31,25,0,0,17,32,5-Low,Other,Other,Yes
22618,No,51,694,52,0,0,6,0,194,41,24,176,121,0,2,21,24,4-Medium,Suburban,Other,No
22619,No,77,382,82,0,5,5,0,66,28,16,72,41,0,0,15,32,5-Low,Other,Other,No
22620,Yes,57,922,37,54,0,25,3,189,14,1,158,129,0,1,19,28,4-Medium,Suburban,Other,Unknown
22621,Yes,44,285,30,41,0,16,0,18,22,0,117,49,0,0,17,52,4-Medium,Other,Other,No
22622,No,60,360,45,54,0,1,0,99,22,29,73,36,0,0,15,40,1-Highest,Other,Other,Yes
22623,No,39,879,45,12,0,2,1,229,17,16,39,68,0,0,21,53,3-Good,Other,Other,Unknown
22624,Yes,35,205,30,0,0,0,0,16,4,2,20,10,0,0,15,50,2-High,Rural,Professional,No
22625,No,30,232,30,0,0,9,0,20,0,0,24,41,0,0,15,54,4-Medium,Other,Other,Unknown
22626,No,33,156,40,0,0,0,0,29,18,4,46,14,0,0,19,22,5-Low,Other,Student,No
22627,Yes,41,874,45,3,0,0,0,0,0,0,0,0,0,0,15,57,5-Low,Town,Other,Unknown
22628,No,171,781,32,352,2,10,0,293,49,20,198,73,0,0,17,58,1-Highest,Other,Other,Unknown
22629,No,93,252,105,0,5,2,0,11,4,0,43,70,0,0,15,46,2-High,Other,Professional,Unknown
22630,No,32,321,32,1,0,8,1,54,14,3,92,47,0,1,17,60,2-High,Other,Other,No
22631,No,47,567,52,1,0,6,0,118,94,39,72,144,0,1,17,26,2-High,Other,Other,No
22632,Yes,116,1048,75,146,0,1,4,304,22,12,95,135,0,2,15,62,4-Medium,Other,Other,Unknown
22633,No,35,97,35,0,0,0,0,3,2,1,10,5,0,0,19,64,2-High,Other,Retired,Yes
22634,No,30,117,30,0,0,5,0,37,0,0,45,8,0,0,21,60,2-High,Other,Other,Unknown
22635,No,79,1157,85,14,0,14,7,443,20,1,177,117,0,0,19,20,7-Lowest,Other,Other,No
22636,Yes,65,335,70,0,2,3,0,122,9,11,51,62,0,0,21,52,2-High,Other,Other,Unknown
22637,No,82,978,60,95,0,11,0,350,57,21,115,147,0,8,15,22,2-High,Other,Other,No
22638,No,93,874,49,119,0,3,1,164,76,9,189,129,0,3,19,22,3-Good,Other,Other,No
22639,No,106,2279,85,106,0,17,5,611,134,67,348,308,0,15,15,24,4-Medium,Other,Other,Unknown
22640,Yes,96,1238,85,55,0,14,5,111,43,23,191,152,0,3,17,25,7-Lowest,Other,Other,Unknown
22641,No,126,910,59,204,0,11,2,173,28,5,181,80,0,2,17,72,3-Good,Suburban,Professional,No
22642,No,78,519,30,138,0,2,0,239,12,1,81,42,0,2,19,27,5-Low,Town,Other,Unknown
22643,No,53,217,50,0,0,2,0,92,9,13,31,16,0,0,19,28,2-High,Other,Other,Unknown
22644,No,18,338,10,19,1,2,0,10,19,1,57,37,0,0,15,36,3-Good,Other,Other,No
22645,Yes,70,557,45,82,0,3,0,89,28,0,48,47,0,0,15,30,5-Low,Suburban,Other,No
22646,Yes,79,488,60,99,2,19,1,68,18,0,97,12,0,0,15,52,2-High,Rural,Crafts,Yes
22647,No,37,449,36,25,0,7,1,115,33,2,106,101,0,7,17,44,3-Good,Town,Professional,Yes
22648,No,104,1720,60,118,0,15,13,254,86,26,164,273,0,3,17,33,5-Low,Suburban,Other,Unknown
22649,No,103,725,42,181,0,4,2,24,3,1,27,33,0,0,15,34,7-Lowest,Rural,Other,Unknown
22650,Yes,35,67,40,0,5,0,0,0,0,0,0,0,0,0,19,48,2-High,Suburban,Professional,Yes
22651,No,57,476,70,0,0,0,0,8,9,0,90,29,0,0,17,36,2-High,Town,Other,Unknown
22652,No,31,304,30,0,0,0,0,172,18,6,26,48,0,0,17,54,2-High,Town,Professional,Yes
22653,No,36,114,30,0,0,0,0,3,8,0,35,6,0,0,17,42,2-High,Town,Retired,No
22654,Yes,43,1326,43,15,0,4,15,924,35,20,61,93,0,0,17,48,7-Lowest,Suburban,Student,Yes
22655,No,30,109,30,0,0,1,0,2,2,0,35,11,0,0,15,40,3-Good,Other,Self,Yes
22656,No,78,452,85,0,0,4,0,44,14,4,121,19,0,0,17,38,2-High,Town,Other,Yes
22657,No,30,68,30,0,0,3,0,0,0,0,8,4,0,0,19,54,2-High,Other,Other,Unknown
22658,No,31,263,27,0,0,1,0,63,16,6,42,22,0,0,19,43,1-Highest,Suburban,Other,Unknown
22659,No,36,655,30,14,0,14,0,342,46,12,57,193,0,11,21,50,7-Lowest,Suburban,Other,Yes
22660,No,51,748,53,16,0,3,0,323,63,12,142,129,0,1,15,68,5-Low,Other,Other,Yes
22661,No,30,49,30,0,0,1,0,7,14,1,20,9,0,0,21,26,3-Good,Rural,Other,Yes
22662,Yes,10,9,10,0,0,0,0,0,0,0,2,0,0,0,17,32,1-Highest,Other,Clerical,Yes
22663,Yes,122,892,60,222,0,21,0,231,51,7,163,51,0,1,15,26,2-High,Town,Self,No
22664,No,34,170,30,0,0,0,0,31,12,0,53,27,0,0,15,46,2-High,Other,Professional,Unknown
22665,No,11,132,10,0,1,0,0,11,17,4,50,16,0,0,15,54,2-High,Town,Professional,Yes
22666,Yes,81,514,65,48,1,3,0,139,28,11,186,51,0,1,21,34,2-High,Town,Other,Yes
22667,No,31,152,35,0,0,3,2,14,16,4,14,46,0,0,17,54,2-High,Other,Other,Yes
22668,Yes,38,597,45,10,0,2,1,95,13,0,82,118,0,1,19,42,5-Low,Rural,Other,No
22669,No,43,362,30,36,0,3,15,177,23,20,87,50,0,0,21,54,3-Good,Other,Professional,No
22670,Yes,80,584,50,78,5,3,0,130,29,1,93,44,0,0,15,55,2-High,Other,Other,Unknown
22671,Yes,11,24,10,0,1,0,0,1,2,0,4,2,0,0,19,56,3-Good,Suburban,Other,Unknown
22672,No,52,360,50,0,1,1,0,23,0,0,126,8,0,0,15,36,2-High,Other,Other,Yes
22673,No,32,124,30,0,0,9,0,28,17,6,40,27,0,0,21,80,2-High,Other,Professional,No
22674,No,40,308,40,25,0,6,0,82,9,2,31,38,0,0,17,24,4-Medium,Other,Other,No
22675,Yes,32,97,30,8,0,0,0,8,9,0,11,6,0,0,17,40,2-High,Suburban,Other,Unknown
22676,Yes,48,465,45,0,0,7,0,67,32,3,44,47,0,0,19,50,2-High,Rural,Professional,Yes
22677,Yes,38,328,45,6,0,7,0,53,17,3,87,83,0,0,17,36,5-Low,Other,Other,No
22678,No,144,2160,92,165,0,9,4,320,107,4,245,515,0,21,15,63,4-Medium,Other,Other,No
22679,No,39,43,30,0,0,1,1,10,4,0,20,3,0,0,15,22,3-Good,Other,Professional,No
22680,No,43,319,30,19,0,7,0,72,11,0,113,50,0,0,21,42,4-Medium,Other,Professional,Yes
22681,Yes,50,395,30,0,0,2,2,62,22,3,52,51,0,0,17,21,5-Low,Other,Other,Unknown
22682,No,26,21,27,0,0,0,0,2,2,0,12,4,0,0,15,44,2-High,Suburban,Other,Yes
22683,Yes,50,701,30,55,0,2,0,186,33,45,97,120,0,5,17,22,3-Good,Suburban,Other,Unknown
22684,Yes,34,375,30,10,0,3,3,105,30,9,124,74,0,0,19,44,2-High,Suburban,Professional,Yes
22685,No,31,212,30,0,0,6,0,33,11,2,47,33,0,0,19,44,5-Low,Suburban,Other,No
22686,Yes,49,21,60,0,0,0,0,3,1,0,5,1,0,0,21,54,2-High,Suburban,Other,Yes
22687,Yes,105,658,50,164,0,2,0,0,1,0,156,0,0,0,21,46,3-Good,Town,Other,Unknown
22688,No,32,200,40,0,1,2,0,19,7,0,34,20,0,0,17,28,2-High,Other,Other,Unknown
22689,No,46,369,38,6,1,16,0,126,21,5,75,77,0,0,15,30,5-Low,Other,Other,No
22690,No,45,168,52,0,0,0,0,1,2,0,26,16,0,0,17,32,2-High,Suburban,Other,Yes
22691,No,57,777,70,2,0,4,0,62,24,17,107,51,0,0,21,58,2-High,Town,Other,Yes
22692,No,131,2731,95,142,4,42,13,473,87,17,337,462,0,19,15,34,4-Medium,Suburban,Other,Yes
22693,No,99,564,50,35,0,15,1,134,38,17,42,119,0,1,19,34,3-Good,Other,Other,Unknown
22694,Yes,12,91,12,0,0,2,0,10,14,2,21,14,0,0,17,34,2-High,Other,Other,No
22695,No,43,28,40,0,0,0,2,0,7,0,4,7,0,0,21,58,3-Good,Other,Other,No
22696,Yes,10,118,10,0,0,0,0,58,5,6,35,15,0,0,21,56,1-Highest,Other,Other,Yes
22697,No,117,823,50,218,0,1,0,234,25,12,79,159,0,3,19,37,7-Lowest,Other,Other,Unknown
22698,No,49,472,10,138,9,5,0,32,30,4,70,40,0,0,17,28,3-Good,Other,Student,Yes
22699,No,85,620,30,141,0,6,0,38,12,0,118,91,0,2,17,30,6-VeryLow,Other,Other,No
22700,No,36,42,30,0,0,2,0,1,4,0,9,4,0,0,15,64,2-High,Other,Other,Yes
22701,Yes,67,290,27,101,0,6,1,81,17,3,46,49,0,0,17,84,3-Good,Suburban,Homemaker,No
22702,No,38,656,30,5,0,6,2,222,47,21,37,108,0,0,15,54,5-Low,Other,Other,No
22703,Yes,71,494,40,97,0,7,0,218,20,0,118,62,0,1,19,43,7-Lowest,Other,Other,Unknown
22704,Yes,89,488,40,162,0,6,0,208,10,0,70,32,0,0,19,30,2-High,Suburban,Other,No
22705,No,10,103,10,0,0,2,0,23,2,1,34,3,0,0,19,22,3-Good,Town,Homemaker,No
22706,No,30,312,30,0,0,14,0,43,4,0,29,58,0,0,19,46,4-Medium,Other,Other,Unknown
22707,No,34,670,45,0,0,6,6,23,7,0,38,73,0,0,17,48,5-Low,Other,Professional,No
22708,No,51,66,60,0,0,0,0,2,2,0,11,6,0,0,15,54,2-High,Town,Other,Yes
22709,Yes,36,404,30,19,0,29,0,79,17,0,116,88,0,3,17,40,5-Low,Other,Professional,Unknown
22710,No,132,1180,60,220,0,20,1,370,77,41,231,252,0,2,17,50,2-High,Suburban,Other,Unknown
22711,Yes,50,691,60,4,0,3,6,77,15,0,162,46,0,0,17,30,5-Low,Suburban,Other,Unknown
22712,Yes,59,199,50,12,0,1,1,85,18,2,40,42,0,0,15,24,2-High,Other,Other,No
22713,No,45,406,45,10,0,5,6,127,15,1,107,66,0,0,19,53,5-Low,Suburban,Other,Unknown
22714,No,87,584,75,2,0,10,0,191,22,4,170,42,0,2,15,26,3-Good,Town,Other,No
22715,No,40,380,30,26,0,2,1,83,9,3,109,82,0,1,17,48,1-Highest,Suburban,Self,Yes
22716,No,15,187,10,18,0,0,0,25,6,2,73,25,0,0,17,28,2-High,Suburban,Professional,Yes
22717,Yes,82,808,22,157,0,10,0,160,20,4,155,147,0,3,21,22,2-High,Other,Other,No
22718,No,48,547,60,0,0,8,0,52,11,3,79,70,0,0,19,50,3-Good,Town,Professional,Yes
22719,Yes,88,366,50,6,0,6,2,88,8,0,42,19,0,0,15,34,2-High,Other,Other,No
22720,Yes,51,308,60,4,0,8,5,11,12,0,102,22,0,0,21,48,2-High,Suburban,Professional,Yes
22721,Yes,22,6,25,0,0,0,0,0,0,0,1,0,0,0,17,44,3-Good,Town,Other,Yes
22722,No,29,224,40,0,0,1,0,33,7,4,21,19,0,0,19,30,2-High,Suburban,Other,No
22723,Yes,56,448,45,58,0,3,1,87,14,2,49,40,0,1,19,54,4-Medium,Other,Other,Yes
22724,No,265,2179,85,456,0,36,9,567,338,136,344,355,0,10,19,52,3-Good,Other,Other,No
22725,Yes,40,204,40,34,0,0,0,35,3,0,21,2,0,0,21,28,2-High,Other,Other,Unknown
22726,No,11,667,10,0,0,4,0,124,50,17,116,70,0,4,17,46,2-High,Rural,Other,Yes
22727,No,62,609,60,28,0,4,1,146,60,24,73,65,0,0,19,22,4-Medium,Suburban,Other,Unknown
22728,Yes,44,195,30,35,0,0,0,36,7,0,39,19,0,0,15,60,1-Highest,Suburban,Other,Yes
22729,No,105,1502,85,0,1,21,0,395,92,60,284,180,0,6,17,50,5-Low,Rural,Other,No
22730,Yes,62,1776,60,22,0,2,5,402,62,20,128,236,0,8,15,46,3-Good,Other,Other,Yes
22731,No,137,964,29,256,0,21,0,189,78,4,232,126,0,1,21,42,1-Highest,Suburban,Other,Yes
22732,No,23,46,10,14,0,2,1,3,0,0,9,5,0,0,17,36,2-High,Suburban,Clerical,Yes
22733,No,162,1207,109,222,0,7,0,738,48,1,377,44,0,11,21,28,2-High,Other,Other,No
22734,No,30,180,30,0,0,8,0,0,0,0,0,0,0,0,15,29,2-High,Other,Other,Unknown
22735,Yes,79,768,75,0,0,19,0,110,24,0,151,30,0,1,15,30,2-High,Other,Other,Unknown
22736,No,222,1230,50,95,142,16,4,142,47,5,145,150,0,4,17,31,3-Good,Other,Other,Unknown
22737,No,31,253,30,4,0,15,0,16,1,0,73,37,0,0,21,50,7-Lowest,Other,Other,Unknown
22738,No,175,2511,180,0,0,13,0,875,23,83,410,300,0,27,21,33,5-Low,Other,Other,Unknown
22739,No,54,260,30,79,0,4,0,15,38,1,62,15,0,0,19,42,6-VeryLow,Suburban,Other,Unknown
22740,No,40,216,40,5,0,4,0,65,1,0,23,22,0,0,17,48,4-Medium,Suburban,Other,Yes
22741,Yes,83,1141,75,1,4,12,0,214,93,43,318,157,0,5,17,30,7-Lowest,Other,Other,No
22742,No,46,1126,60,15,0,34,13,116,78,16,208,157,0,0,19,52,2-High,Other,Clerical,Unknown
22743,No,21,26,20,0,0,0,0,0,0,0,1,0,0,0,17,62,2-High,Rural,Retired,Yes
22744,No,100,746,95,0,0,10,3,128,47,21,234,64,0,3,19,39,5-Low,Suburban,Other,Unknown
22745,Yes,65,706,45,87,0,24,5,102,72,43,169,114,0,0,17,40,2-High,Other,Other,Unknown
22746,No,67,668,75,0,0,6,0,183,61,13,217,24,0,0,17,44,5-Low,Suburban,Other,Yes
22747,No,43,1402,40,8,0,9,0,322,85,35,123,263,0,9,21,42,3-Good,Other,Other,Unknown
22748,No,39,406,45,0,0,4,1,32,9,2,26,50,0,0,15,43,5-Low,Other,Other,Unknown
22749,No,77,430,60,59,0,5,7,223,8,7,53,84,0,2,19,34,5-Low,Other,Other,Yes
22750,No,33,73,40,0,0,1,0,16,8,2,43,2,0,0,19,40,4-Medium,Rural,Other,No
22751,No,24,9,29,0,0,0,0,0,0,0,0,0,0,0,21,44,5-Low,Other,Other,Unknown
22752,No,54,104,67,0,0,4,0,0,2,0,16,16,0,0,17,26,2-High,Other,Other,No
22753,No,40,622,40,0,1,7,0,124,80,8,112,132,0,3,21,28,2-High,Other,Other,No
22754,No,14,279,10,0,0,1,0,54,34,5,70,46,0,0,15,38,3-Good,Other,Clerical,Yes
22755,No,113,1753,105,34,2,3,3,183,33,5,268,174,0,1,21,38,4-Medium,Other,Other,Unknown
22756,No,38,93,45,0,0,1,0,7,2,0,26,21,0,0,19,44,5-Low,Other,Professional,Unknown
22757,No,35,126,30,16,0,3,0,20,22,3,36,18,0,0,15,28,2-High,Other,Professional,No
22758,Yes,100,188,105,4,0,3,0,15,11,2,47,10,0,0,19,53,2-High,Other,Other,Unknown
22759,No,56,338,30,64,0,2,0,39,14,0,130,43,0,1,21,46,3-Good,Other,Professional,No
22760,No,126,999,48,168,0,18,6,100,52,6,180,142,0,0,19,24,5-Low,Other,Other,Unknown
22761,No,40,324,35,10,0,4,1,65,8,0,79,32,0,0,21,38,5-Low,Other,Other,Unknown
22762,No,66,485,35,70,1,6,1,151,71,23,83,102,0,3,19,44,2-High,Town,Professional,Yes
22763,No,36,323,40,14,0,1,0,0,5,0,32,24,0,0,15,56,2-High,Suburban,Professional,Yes
22764,No,97,1090,30,183,0,6,11,470,12,8,74,128,0,3,15,44,4-Medium,Suburban,Other,Unknown
22765,No,11,239,10,0,1,3,0,54,21,8,85,44,0,1,17,28,5-Low,Town,Homemaker,Yes
22766,Yes,34,365,40,11,0,0,0,118,10,15,47,84,0,0,14,32,2-High,Other,Other,No
22767,No,25,85,30,0,0,2,0,6,3,0,24,10,0,0,17,42,4-Medium,Other,Other,No
22768,Yes,101,420,95,0,0,2,0,40,11,0,45,18,0,0,21,36,2-High,Other,Other,Yes
22769,Yes,38,96,30,4,6,0,0,0,0,0,8,3,0,0,19,54,2-High,Rural,Other,Yes
22770,No,145,1987,85,152,1,22,1,658,34,5,290,222,0,1,17,56,4-Medium,Suburban,Professional,No
22771,No,53,315,50,4,0,2,0,75,12,0,104,24,0,0,21,60,2-High,Other,Self,Yes
22772,No,100,604,50,132,0,4,2,239,77,28,81,121,0,0,17,26,3-Good,Other,Other,No
22773,Yes,44,363,40,41,0,2,3,42,22,0,66,91,0,0,14,56,2-High,Other,Other,Unknown
22774,No,33,292,30,10,0,4,0,4,19,0,70,41,0,0,14,46,5-Low,Other,Professional,No
22775,Yes,30,120,30,0,0,0,0,4,1,0,12,19,0,0,14,34,5-Low,Other,Other,No
22776,No,48,487,25,52,0,7,7,84,20,3,92,41,0,1,19,36,5-Low,Other,Other,No
22777,Yes,52,101,20,70,4,1,0,35,5,0,29,9,0,0,14,28,2-High,Suburban,Other,Yes
22778,Yes,20,6,20,0,0,0,0,0,0,0,1,0,0,0,14,34,2-High,Other,Professional,Yes
22779,No,91,1291,95,0,3,5,0,264,21,4,175,170,0,5,17,50,5-Low,Suburban,Other,Unknown
22780,No,28,56,40,0,0,0,0,0,2,0,18,8,0,0,17,64,2-High,Other,Other,Yes
22781,No,9,12,10,0,0,0,0,0,1,0,4,3,0,0,17,44,2-High,Suburban,Other,Yes
22782,Yes,85,271,84,0,0,13,1,32,7,0,56,16,0,0,21,54,2-High,Other,Professional,Yes
22783,No,79,727,85,0,0,6,0,220,17,5,77,33,0,2,17,33,4-Medium,Town,Other,Unknown
22784,No,45,339,50,0,0,1,1,51,17,4,76,26,0,0,17,34,2-High,Other,Other,Unknown
22785,No,138,1250,51,59,0,18,9,221,81,45,322,321,0,6,19,26,5-Low,Other,Other,Unknown
22786,Yes,70,393,30,119,0,0,0,95,4,0,11,16,0,0,19,52,2-High,Suburban,Clerical,Yes
22787,Yes,31,207,40,4,0,1,1,31,19,2,54,21,0,0,14,32,2-High,Other,Crafts,Unknown
22788,Yes,65,278,40,92,0,0,1,68,4,1,100,27,0,0,17,54,1-Highest,Suburban,Professional,Yes
22789,No,53,567,56,18,0,10,1,11,8,2,80,49,0,0,21,39,5-Low,Town,Other,Unknown
22790,No,79,528,65,86,0,6,1,170,33,18,113,43,0,1,19,40,5-Low,Other,Other,No
22791,No,154,1032,110,5,47,9,0,228,65,4,209,121,0,4,17,30,2-High,Suburban,Other,Unknown
22792,No,30,164,30,0,0,0,1,20,9,0,51,19,0,0,21,32,4-Medium,Other,Other,No
22793,No,118,1447,85,91,3,12,29,312,237,51,482,144,0,8,19,58,6-VeryLow,Other,Crafts,No
22794,Yes,30,119,30,0,0,2,0,36,6,1,24,9,0,0,19,72,2-High,Rural,Professional,Yes
22795,No,30,149,30,0,0,1,0,3,2,0,40,14,0,0,21,45,2-High,Town,Other,Unknown
22796,No,99,772,60,21,7,11,3,54,22,1,146,51,0,0,21,50,3-Good,Suburban,Other,Yes
22797,Yes,103,1468,85,68,0,11,25,354,38,13,211,155,0,0,19,47,4-Medium,Other,Other,Unknown
22798,No,31,155,40,0,0,1,0,0,0,0,12,6,0,0,21,74,2-High,Other,Other,Yes
22799,No,61,444,60,0,0,8,3,128,28,12,97,88,0,0,17,24,2-High,Other,Other,No
22800,No,116,1433,52,161,0,28,6,442,106,12,241,210,2,2,21,50,5-Low,Other,Other,No
22801,Yes,24,453,30,0,0,13,0,126,24,4,117,84,0,0,19,51,3-Good,Other,Other,No
22802,Yes,36,514,30,34,0,5,1,183,22,1,73,20,0,0,21,52,2-High,Rural,Other,Unknown
22803,No,109,1767,110,0,0,37,0,613,217,39,254,184,0,0,21,30,4-Medium,Suburban,Other,Unknown
22804,Yes,46,508,50,34,0,7,15,136,54,25,115,90,0,2,14,54,2-High,Other,Other,Unknown
22805,No,80,1153,69,43,0,15,1,191,176,31,246,285,0,5,19,30,4-Medium,Other,Other,Unknown
22806,No,85,628,70,39,1,4,1,171,62,33,170,50,0,0,17,38,2-High,Suburban,Professional,Unknown
22807,Yes,108,925,85,66,0,14,6,215,73,21,240,115,0,1,14,26,2-High,Other,Other,No
22808,No,59,598,41,4,1,6,2,117,50,12,80,97,0,2,21,58,5-Low,Suburban,Other,Unknown
22809,No,87,838,84,0,0,10,7,196,48,10,246,102,0,6,19,59,5-Low,Other,Other,Unknown
22810,Yes,203,3901,187,61,6,21,7,1236,145,49,489,331,0,27,19,60,5-Low,Town,Other,Unknown
22811,Yes,170,891,50,350,12,9,2,241,41,6,182,60,0,0,19,22,7-Lowest,Suburban,Other,No
22812,Yes,10,183,10,0,0,1,0,42,8,1,64,14,0,0,16,44,2-High,Town,Other,Unknown
22813,No,34,643,45,0,0,4,1,85,45,16,75,117,0,2,18,34,2-High,Suburban,Crafts,No
22814,No,60,551,70,0,0,5,0,175,40,22,13,318,0,13,18,56,5-Low,Suburban,Other,No
22815,Yes,50,205,50,0,0,0,0,78,19,4,34,25,0,0,16,20,5-Low,Other,Other,Unknown
22816,No,56,329,50,8,0,1,0,55,1,2,56,63,0,0,21,21,5-Low,Other,Other,Unknown
22817,No,71,769,60,6,0,13,1,117,14,23,64,97,0,6,18,22,7-Lowest,Other,Other,No
22818,No,34,644,10,71,5,7,0,99,53,13,212,17,0,3,14,23,1-Highest,Other,Other,Unknown
22819,No,46,500,46,0,0,3,4,0,12,0,156,53,0,0,21,50,4-Medium,Rural,Other,No
22820,Yes,63,396,50,18,8,2,0,139,16,7,94,16,0,2,21,52,2-High,Other,Professional,Yes
22821,No,112,643,40,18,60,1,1,64,16,2,60,23,0,0,21,30,2-High,Other,Professional,No
22822,No,29,44,20,22,0,0,0,2,1,0,20,6,0,0,14,38,2-High,Suburban,Clerical,No
22823,No,10,255,10,0,0,7,0,19,20,5,65,78,0,1,21,50,1-Highest,Town,Self,No
22824,No,42,501,45,24,0,3,0,115,46,3,66,63,0,0,14,29,3-Good,Other,Other,Unknown
22825,Yes,47,500,45,22,0,0,0,91,15,2,74,57,0,0,14,36,2-High,Other,Professional,Yes
22826,No,31,161,30,0,0,1,0,2,0,0,13,7,0,0,21,50,2-High,Suburban,Other,Yes
22827,No,51,449,40,18,0,4,0,76,18,0,44,67,0,0,21,26,2-High,Other,Professional,No
22828,Yes,30,18,30,0,0,0,0,2,0,0,6,1,0,0,14,33,4-Medium,Other,Other,Unknown
22829,No,29,99,30,0,0,0,0,13,5,4,25,2,0,0,21,76,2-High,Town,Other,Yes
22830,No,34,340,45,0,0,4,0,5,1,0,30,24,0,0,16,40,2-High,Suburban,Other,Unknown
22831,No,29,38,30,0,0,1,0,5,7,1,10,10,0,0,16,36,2-High,Other,Other,Unknown
22832,No,34,132,45,0,0,0,0,0,2,0,5,9,0,0,18,52,3-Good,Other,Professional,Yes
22833,No,75,39,85,0,0,0,0,1,0,0,10,2,0,0,21,34,2-High,Other,Professional,No
22834,No,35,170,45,0,0,7,1,3,9,0,24,30,0,0,21,74,2-High,Other,Professional,No
22835,No,49,253,30,51,0,1,2,51,14,0,99,50,0,2,18,40,5-Low,Suburban,Other,Unknown
22836,No,50,832,60,1,0,5,10,101,17,5,108,87,0,4,18,41,2-High,Other,Other,Unknown
22837,Yes,52,330,55,30,0,2,1,28,19,2,68,45,0,2,14,42,4-Medium,Other,Other,Unknown
22838,No,79,1233,85,0,0,8,0,295,60,21,189,142,0,6,18,34,2-High,Other,Other,No
22839,No,45,358,45,0,0,13,1,157,23,19,59,40,0,1,16,44,7-Lowest,Other,Other,Unknown
22840,Yes,32,110,30,0,2,3,0,33,4,0,32,17,0,0,21,62,2-High,Other,Other,Yes
22841,Yes,110,1957,110,0,1,15,13,271,48,11,377,273,0,0,18,46,5-Low,Other,Other,Unknown
22842,No,23,31,30,8,0,0,0,15,6,0,13,14,0,0,21,44,2-High,Town,Other,Yes
22843,No,36,617,36,0,0,13,5,83,15,8,100,87,0,2,16,48,3-Good,Other,Other,Unknown
22844,No,115,1084,87,44,0,10,1,227,61,0,283,241,0,10,14,20,7-Lowest,Suburban,Other,No
22845,No,91,401,30,212,3,1,0,127,50,14,145,57,0,0,16,32,2-High,Rural,Other,Yes
22846,Yes,42,676,45,22,0,16,2,11,16,0,62,42,0,0,16,24,2-High,Other,Other,No
22847,No,55,878,70,12,0,3,0,313,75,54,145,244,0,7,21,52,2-High,Town,Professional,Yes
22848,No,33,210,40,0,0,8,0,17,16,1,39,29,0,0,16,53,5-Low,Other,Other,Unknown
22849,Yes,31,172,45,0,0,9,0,17,11,0,40,19,0,1,16,54,2-High,Town,Other,Unknown
22850,No,111,1930,100,58,0,8,7,763,87,51,205,171,0,7,21,32,5-Low,Town,Other,No
22851,No,188,2954,120,421,0,10,0,1270,114,16,383,165,0,13,18,56,2-High,Suburban,Other,Unknown
22852,Yes,90,340,80,81,0,2,0,88,32,23,48,186,0,2,16,38,3-Good,Suburban,Other,No
22853,No,51,438,46,11,0,8,2,34,32,9,98,91,0,2,14,60,2-High,Other,Other,Yes
22854,No,465,1056,71,279,0,4,0,43,5,0,58,90,0,0,14,59,1-Highest,Other,Other,Unknown
22855,No,29,173,40,0,0,0,1,27,10,4,48,19,0,0,18,30,2-High,Suburban,Professional,Yes
22856,Yes,30,72,40,0,0,0,0,0,4,0,12,11,0,0,14,56,2-High,Other,Other,No
22857,No,48,100,56,0,0,0,0,0,0,0,0,0,0,0,21,24,2-High,Other,Other,Unknown
22858,No,30,105,30,0,0,0,0,4,0,0,10,3,0,0,18,60,2-High,Suburban,Professional,Yes
22859,No,56,686,60,0,0,3,2,209,4,0,99,52,0,1,18,64,5-Low,Other,Other,Unknown
22860,No,57,337,30,60,0,13,0,4,42,0,92,16,0,0,14,52,2-High,Suburban,Other,Yes
22861,No,46,282,30,40,0,2,1,124,10,1,76,27,0,0,14,21,2-High,Town,Other,Unknown
22862,No,36,727,30,6,0,19,12,202,37,14,88,167,0,2,14,22,3-Good,Other,Other,Unknown
22863,Yes,36,226,30,2,3,0,0,0,3,0,31,14,0,0,16,42,2-High,Suburban,Professional,Yes
22864,No,53,512,45,52,0,3,0,74,3,5,109,87,0,3,18,24,2-High,Other,Other,No
22865,No,90,144,60,0,0,1,0,4,0,0,3,2,0,0,14,62,1-Highest,Town,Professional,Yes
22866,No,82,550,85,4,1,0,0,4,13,0,55,39,0,0,18,26,3-Good,Other,Other,No
22867,No,80,569,75,0,4,2,4,101,18,5,126,20,0,4,20,46,2-High,Town,Other,Yes
22868,No,47,382,43,12,0,4,3,41,18,5,123,47,0,0,16,28,3-Good,Other,Other,Unknown
